f0_,a_stn,a_wban,lat,lon,elev,year,mo,da,temp,dewp,stp,visib,wdsp,mxpsd,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
3242,722166,93845,30.783,-83.277,+0060.4,2016,12,24,59.5,55.0,1018.3,5.7,1.2,5.1,78.1,48.9,0.0,999.9,1,1,0,0,0,0
3243,722166,93845,30.783,-83.277,+0060.4,2016,02,09,46.9,24.1,1006.2,10.0,4.2,6.0,64.9,33.1,0.0,999.9,0,1,0,0,0,0
3244,722166,93845,30.783,-83.277,+0060.4,2016,08,06,80.5,76.6,1007.1,10.0,4.3,13.0,91.0,75.0,0.04,999.9,0,0,0,0,0,0
3245,722166,93845,30.783,-83.277,+0060.4,2016,08,28,83.3,73.9,1009.6,10.0,6.2,11.1,95.0,70.0,0.0,999.9,0,0,0,0,0,0
3246,722166,93845,30.783,-83.277,+0060.4,2016,04,17,66.0,49.7,1017.7,10.0,6.8,12.0,78.1,57.0,0.0,999.9,0,0,0,0,0,0
3247,722166,93845,30.783,-83.277,+0060.4,2016,03,27,65.5,64.7,1011.9,6.8,3.3,11.1,73.0,62.1,0.25,999.9,1,1,0,0,0,0
3248,722166,93845,30.783,-83.277,+0060.4,2016,07,27,82.4,73.2,1011.0,10.0,0.9,5.1,95.0,73.0,0.0,999.9,0,0,0,0,0,0
3249,722166,93845,30.783,-83.277,+0060.4,2016,05,22,74.1,61.9,1006.1,9.7,2.9,7.0,86.0,63.0,0.0,999.9,0,0,0,0,0,0
3250,722166,93845,30.783,-83.277,+0060.4,2016,04,14,60.7,58.8,1011.4,9.0,6.1,12.0,73.9,54.0,0.14,999.9,0,1,0,0,0,0
3251,722166,93845,30.783,-83.277,+0060.4,2016,10,20,70.5,62.8,1009.2,9.5,1.8,7.0,87.1,57.9,0.0,999.9,0,0,0,0,0,0
3252,722166,93845,30.783,-83.277,+0060.4,2016,10,09,73.9,60.1,1009.5,10.0,5.4,12.0,93.0,63.0,0.0,999.9,0,0,0,0,0,0
3253,722166,93845,30.783,-83.277,+0060.4,2016,06,30,77.1,73.3,1008.5,9.8,2.1,8.0,93.0,71.1,0.62,999.9,0,1,0,0,0,0
3254,722166,93845,30.783,-83.277,+0060.4,2016,10,11,65.9,56.4,1017.2,10.0,4.9,8.9,81.0,52.0,0.0,999.9,0,0,0,0,0,0
3255,722166,93845,30.783,-83.277,+0060.4,2016,06,02,81.5,67.4,1009.5,10.0,1.8,14.0,95.0,66.9,0.0,999.9,0,1,0,0,1,0
3256,722166,93845,30.783,-83.277,+0060.4,2016,12,02,48.6,35.5,1013.8,10.0,3.5,11.1,68.0,34.0,0.0,999.9,0,0,0,0,0,0
3257,722166,93845,30.783,-83.277,+0060.4,2016,01,06,44.6,28.6,1020.6,10.0,8.9,12.0,57.0,34.0,0.0,999.9,0,0,0,0,0,0
3258,722166,93845,30.783,-83.277,+0060.4,2016,01,20,40.6,27.0,1019.7,10.0,2.5,9.9,62.1,27.0,0.0,999.9,0,0,0,0,0,0
3259,722166,93845,30.783,-83.277,+0060.4,2016,10,17,74.9,67.0,1010.1,9.0,3.9,8.9,88.0,66.9,0.01,999.9,0,0,0,0,0,0
3260,722166,93845,30.783,-83.277,+0060.4,2016,05,20,71.4,69.5,1009.8,6.2,2.5,8.9,87.1,68.0,0.01,999.9,1,1,0,0,0,0
3261,722166,93845,30.783,-83.277,+0060.4,2016,07,18,79.9,72.5,1016.2,10.0,3.3,12.0,97.0,71.1,2.06,999.9,0,1,0,0,1,0
3262,722166,93845,30.783,-83.277,+0060.4,2016,04,20,68.7,52.4,1012.1,10.0,3.2,9.9,84.9,45.0,0.0,999.9,0,0,0,0,0,0
3263,722166,93845,30.783,-83.277,+0060.4,2016,06,18,76.5,71.1,1007.8,9.0,5.4,19.0,95.0,70.0,0.0,999.9,1,1,0,0,1,0
3264,722166,93845,30.783,-83.277,+0060.4,2016,07,25,82.4,72.4,1010.1,9.4,3.8,18.1,96.1,73.0,0.0,999.9,0,1,0,0,1,0
3265,722166,93845,30.783,-83.277,+0060.4,2016,03,08,64.8,51.2,1017.0,9.4,4.5,12.0,80.1,42.1,0.0,999.9,0,0,0,0,0,0
3266,722166,93845,30.783,-83.277,+0060.4,2016,09,13,77.8,75.0,1010.4,9.4,5.2,11.1,93.0,73.0,0.01,999.9,0,1,0,0,0,0
3267,722166,93845,30.783,-83.277,+0060.4,2016,07,24,83.2,72.9,1009.4,10.0,2.5,7.0,96.1,71.1,0.0,999.9,0,0,0,0,0,0
3268,722166,93845,30.783,-83.277,+0060.4,2016,12,26,67.5,62.9,1020.9,9.8,5.0,8.0,80.1,48.9,0.0,999.9,0,0,0,0,0,0
3269,722166,93845,30.783,-83.277,+0060.4,2016,04,22,67.1,61.6,1009.2,8.9,1.8,6.0,82.9,59.0,0.0,999.9,1,1,0,0,1,0
3270,722166,93845,30.783,-83.277,+0060.4,2016,10,18,72.8,63.8,1009.9,9.4,2.0,6.0,88.0,60.1,0.0,999.9,0,0,0,0,0,0
3271,722166,93845,30.783,-83.277,+0060.4,2016,09,18,80.8,74.8,1009.2,9.8,2.8,8.0,91.9,71.1,0.0,999.9,0,1,0,0,0,0
3272,722166,93845,30.783,-83.277,+0060.4,2016,11,10,56.8,44.1,1013.7,10.0,2.7,8.9,73.9,42.1,0.0,999.9,0,0,0,0,0,0
3273,722166,93845,30.783,-83.277,+0060.4,2016,01,31,51.5,45.2,1013.5,10.0,1.6,8.0,69.1,36.0,0.0,999.9,0,0,0,0,0,0
3274,722166,93845,30.783,-83.277,+0060.4,2016,04,02,67.7,60.1,1003.6,7.2,5.4,20.0,80.1,64.0,3.3,999.9,0,1,0,0,1,0
3275,722166,93845,30.783,-83.277,+0060.4,2016,07,06,83.7,74.4,1012.4,9.1,1.5,5.1,96.1,73.0,0.0,999.9,0,1,0,0,0,0
3276,722166,93845,30.783,-83.277,+0060.4,2016,07,04,84.8,75.9,1012.0,9.4,4.4,8.0,96.1,75.9,0.0,999.9,0,0,0,0,0,0
3277,722166,93845,30.783,-83.277,+0060.4,2016,08,19,82.7,74.4,1010.0,10.0,1.4,4.1,95.0,72.0,0.0,999.9,0,0,0,0,0,0
3278,722166,93845,30.783,-83.277,+0060.4,2016,04,04,63.0,46.6,1012.5,10.0,2.1,7.0,79.0,48.9,0.0,999.9,0,0,0,0,0,0
3279,722166,93845,30.783,-83.277,+0060.4,2016,09,30,72.6,58.6,1009.1,10.0,1.9,7.0,91.9,57.9,0.0,999.9,0,0,0,0,0,0
3280,722166,93845,30.783,-83.277,+0060.4,2016,08,04,80.8,75.5,1007.8,10.0,2.8,12.0,95.0,73.0,0.0,999.9,0,1,0,0,1,0
3281,722166,93845,30.783,-83.277,+0060.4,2016,04,10,59.3,39.8,1016.6,10.0,4.2,9.9,77.0,41.0,0.0,999.9,0,0,0,0,0,0
3282,722166,93845,30.783,-83.277,+0060.4,2016,07,05,84.5,75.1,1012.3,9.5,2.9,7.0,96.1,73.0,0.0,999.9,0,0,0,0,0,0
3283,722166,93845,30.783,-83.277,+0060.4,2016,12,29,66.9,61.5,1010.0,9.7,4.3,9.9,77.0,55.0,0.0,999.9,0,1,0,0,0,0
3284,722166,93845,30.783,-83.277,+0060.4,2016,10,04,75.4,69.6,1007.1,10.0,5.7,12.0,90.0,64.9,0.42,999.9,0,1,0,0,0,0
3285,722166,93845,30.783,-83.277,+0060.4,2016,07,11,81.9,72.9,1011.5,8.6,1.1,5.1,98.1,70.0,0.05,999.9,0,0,0,0,0,0
3286,722166,93845,30.783,-83.277,+0060.4,2016,12,19,61.2,59.6,1018.9,8.9,6.5,12.0,79.0,51.1,0.36,999.9,0,1,0,0,0,0
3287,722166,93845,30.783,-83.277,+0060.4,2016,05,12,77.5,63.7,1012.2,9.5,1.6,7.0,91.0,62.1,0.0,999.9,0,0,0,0,0,0
3288,722166,93845,30.783,-83.277,+0060.4,2016,09,14,78.3,73.7,1009.6,10.0,5.6,12.0,88.0,73.0,0.29,999.9,0,1,0,0,0,0
3289,722166,93845,30.783,-83.277,+0060.4,2016,07,26,81.5,73.8,1010.5,10.0,3.4,9.9,93.9,73.0,0.0,999.9,0,0,0,0,0,0
3290,722166,93845,30.783,-83.277,+0060.4,2016,04,13,67.4,63.9,1012.0,4.7,3.1,8.9,73.9,62.1,0.29,999.9,1,1,0,0,0,0
3291,722166,93845,30.783,-83.277,+0060.4,2016,03,12,69.4,58.7,1013.5,9.1,3.8,13.0,84.9,57.9,0.0,999.9,0,0,0,0,0,0
3292,722166,93845,30.783,-83.277,+0060.4,2016,10,22,58.5,41.2,1008.8,10.0,2.4,9.9,82.9,46.0,0.0,999.9,0,0,0,0,0,0
3293,722166,93845,30.783,-83.277,+0060.4,2016,05,06,59.2,44.3,1004.6,10.0,3.5,11.1,75.0,45.0,0.0,999.9,0,0,0,0,0,0
3294,722166,93845,30.783,-83.277,+0060.4,2016,11,15,54.7,44.4,1008.7,7.4,1.0,6.0,75.9,39.9,0.0,999.9,0,0,0,0,0,0
3295,722166,93845,30.783,-83.277,+0060.4,2016,03,22,52.2,35.2,1019.3,9.4,1.4,7.0,71.1,37.9,0.0,999.9,0,0,0,0,0,0
3296,722170,03813,32.685,-83.653,+0104.6,2016,12,14,57.6,54.9,1004.0,7.8,4.6,9.9,64.0,53.1,0.37,999.9,1,1,0,0,0,0
3297,722170,03813,32.685,-83.653,+0104.6,2016,09,28,79.6,65.5,999.9,10.0,3.6,11.1,93.9,64.9,0.0,999.9,0,0,0,0,0,0
3298,722170,03813,32.685,-83.653,+0104.6,2016,08,28,81.6,66.3,1005.3,10.0,5.7,14.0,98.1,69.1,0.0,999.9,0,0,0,0,0,0
3299,722170,03813,32.685,-83.653,+0104.6,2016,12,15,47.3,32.5,1008.1,9.6,6.9,13.0,63.0,39.0,0.01,999.9,0,0,0,0,0,0
3300,722170,03813,32.685,-83.653,+0104.6,2016,09,14,77.6,70.2,1005.7,10.0,6.8,13.0,89.1,70.0,0.0,999.9,0,0,0,0,0,0
3301,722170,03813,32.685,-83.653,+0104.6,2016,09,13,75.4,69.9,1006.5,8.8,5.5,13.0,87.1,69.8,0.7,999.9,0,1,0,0,0,0
3302,722170,03813,32.685,-83.653,+0104.6,2016,06,11,81.6,67.1,1006.3,9.8,3.4,11.1,95.0,62.1,0.0,999.9,0,0,0,0,0,0
3303,722170,03813,32.685,-83.653,+0104.6,2016,05,05,61.5,44.6,994.2,10.0,10.2,18.1,75.0,51.1,0.0,999.9,0,0,0,0,0,0
3304,722170,03813,32.685,-83.653,+0104.6,2016,02,21,61.5,53.8,1007.4,10.0,3.6,9.9,71.1,41.0,0.0,999.9,0,0,0,0,0,0
3305,722170,03813,32.685,-83.653,+0104.6,2016,09,09,82.7,60.7,1004.3,10.0,4.0,8.0,98.1,66.0,0.0,999.9,0,0,0,0,0,0
3306,722170,03813,32.685,-83.653,+0104.6,2016,01,27,54.1,49.1,1005.4,10.0,3.6,11.1,57.9,50.0,0.0,999.9,0,1,0,0,0,0
3307,722170,03813,32.685,-83.653,+0104.6,2016,08,16,83.0,72.7,1008.5,9.5,4.2,11.1,96.1,71.1,0.01,999.9,0,1,0,0,1,0
3308,722170,03813,32.685,-83.653,+0104.6,2016,02,06,38.5,26.4,1014.0,10.0,3.2,9.9,54.0,28.0,0.0,999.9,0,0,0,0,0,0
3309,722170,03813,32.685,-83.653,+0104.6,2016,02,04,54.4,44.0,1004.1,9.9,6.2,12.0,71.1,48.0,2.07,999.9,0,1,0,0,0,0
3310,722170,03813,32.685,-83.653,+0104.6,2016,12,25,58.8,51.0,1013.4,7.8,1.6,8.0,78.1,46.0,0.0,999.9,1,0,0,0,0,0
3311,722170,03813,32.685,-83.653,+0104.6,2016,04,04,58.5,42.0,1006.3,10.0,2.6,9.9,79.0,41.0,0.0,999.9,0,0,0,0,0,0
3312,722170,03813,32.685,-83.653,+0104.6,2016,11,07,57.7,39.3,1013.2,10.0,4.7,12.0,77.0,37.9,0.0,999.9,0,0,0,0,0,0
3313,722170,03813,32.685,-83.653,+0104.6,2016,05,22,69.9,56.7,1000.4,10.0,7.0,12.0,86.0,57.0,0.0,999.9,0,0,0,0,0,0
3314,722170,03813,32.685,-83.653,+0104.6,2016,10,02,67.9,51.1,1004.2,10.0,1.7,4.1,90.0,48.0,0.0,999.9,0,0,0,0,0,0
3315,722170,03813,32.685,-83.653,+0104.6,2016,06,05,77.6,71.4,999.8,9.1,3.7,9.9,93.0,72.0,0.65,999.9,0,1,0,0,0,0
3316,722170,03813,32.685,-83.653,+0104.6,2016,05,30,77.8,62.8,1002.6,9.8,3.2,8.0,93.0,63.0,0.0,999.9,0,0,0,0,0,0
3317,722170,03813,32.685,-83.653,+0104.6,2016,12,23,50.0,38.5,1013.4,9.7,4.6,11.1,66.9,36.0,0.0,999.9,0,0,0,0,0,0
3318,722170,03813,32.685,-83.653,+0104.6,2016,02,22,63.5,57.2,1002.6,9.9,3.0,7.0,72.0,53.1,0.0,999.9,0,1,0,0,0,0
3319,722170,03813,32.685,-83.653,+0104.6,2016,06,03,80.2,65.4,1003.8,9.4,3.1,14.0,97.0,66.0,0.0,999.9,0,0,0,0,0,0
3320,722170,03813,32.685,-83.653,+0104.6,2016,01,26,45.7,37.7,1009.7,10.0,2.4,6.0,62.1,27.0,0.0,999.9,0,0,0,0,0,0
3321,722170,03813,32.685,-83.653,+0104.6,2016,10,05,71.8,56.9,1005.1,10.0,8.2,12.0,88.0,59.0,0.0,999.9,0,0,0,0,0,0
3322,722170,03813,32.685,-83.653,+0104.6,2016,09,25,79.5,66.3,1004.2,9.9,2.5,8.0,95.0,66.0,0.0,999.9,0,0,0,0,0,0
3323,722170,03813,32.685,-83.653,+0104.6,2016,03,27,63.3,61.3,1006.6,8.1,1.6,5.1,71.1,57.9,0.38,999.9,0,1,0,0,0,0
3324,722170,03813,32.685,-83.653,+0104.6,2016,04,02,63.8,52.8,997.0,9.2,7.5,17.1,71.1,57.0,2.07,999.9,0,1,0,0,0,0
3325,722170,03813,32.685,-83.653,+0104.6,2016,09,16,76.8,67.1,1006.2,9.6,4.2,11.1,91.0,66.0,0.0,999.9,0,0,0,0,0,0
3326,722170,03813,32.685,-83.653,+0104.6,2016,12,06,60.2,55.3,995.7,7.4,7.6,17.1,73.9,46.0,2.02,999.9,0,1,0,0,0,0
3327,722170,03813,32.685,-83.653,+0104.6,2016,01,15,49.0,40.9,995.9,8.1,5.7,14.0,57.9,42.1,0.05,999.9,0,1,0,0,0,0
3328,722170,03813,32.685,-83.653,+0104.6,2016,09,07,78.1,61.7,1008.7,9.8,2.1,8.0,96.1,60.1,0.0,999.9,0,0,0,0,0,0
3329,722170,03813,32.685,-83.653,+0104.6,2016,05,01,75.5,65.5,1002.7,9.5,4.8,9.9,90.0,62.1,0.0,999.9,0,0,0,0,0,0
3330,722170,03813,32.685,-83.653,+0104.6,2016,01,03,42.8,33.0,1006.4,10.0,4.7,7.0,54.0,36.0,0.0,999.9,0,0,0,0,0,0
3331,722170,03813,32.685,-83.653,+0104.6,2016,12,18,67.6,61.2,1005.3,9.6,8.9,18.1,77.0,57.0,0.0,999.9,0,1,0,0,0,0
3332,722170,03813,32.685,-83.653,+0104.6,2016,09,18,77.5,70.3,1003.7,9.4,3.7,8.9,89.1,64.9,0.0,999.9,0,1,0,0,0,0
3333,722170,03813,32.685,-83.653,+0104.6,2016,01,14,40.5,27.8,1008.5,10.0,2.5,7.0,62.1,24.1,0.0,999.9,0,0,0,0,0,0
3334,722170,03813,32.685,-83.653,+0104.6,2016,06,07,79.4,66.7,994.9,9.2,7.0,13.0,93.0,71.1,0.49,999.9,0,0,0,0,0,0
3335,722170,03813,32.685,-83.653,+0104.6,2016,02,10,32.5,17.1,1006.0,10.0,9.3,15.9,44.1,26.1,0.0,999.9,0,0,0,0,0,0
3336,722170,03813,32.685,-83.653,+0104.6,2016,06,17,85.1,68.5,997.1,10.0,7.7,24.1,100.9,72.0,0.0,999.9,0,1,0,0,1,0
3337,722170,03813,32.685,-83.653,+0104.6,2016,05,02,76.9,65.6,1002.7,10.0,4.5,13.0,88.0,64.0,0.0,999.9,0,0,0,0,0,0
3338,722170,03813,32.685,-83.653,+0104.6,2016,03,29,59.4,42.0,1005.4,10.0,2.9,5.1,80.1,41.0,0.0,999.9,0,0,0,0,0,0
3339,722170,03813,32.685,-83.653,+0104.6,2016,01,10,50.8,44.0,997.5,8.3,9.9,15.9,57.9,42.1,0.01,999.9,0,1,0,0,0,0
3340,722170,03813,32.685,-83.653,+0104.6,2016,02,01,57.3,52.9,1003.5,9.1,2.9,6.0,68.0,37.0,0.0,999.9,0,1,0,0,0,0
3341,722170,03813,32.685,-83.653,+0104.6,2016,03,28,66.9,58.3,1002.4,8.2,6.3,12.0,80.1,57.9,0.0,999.9,0,0,0,0,0,0
3342,722170,03813,32.685,-83.653,+0104.6,2016,10,19,72.7,58.9,1005.3,9.9,1.9,6.0,91.0,57.0,0.0,999.9,0,0,0,0,0,0
3343,722170,03813,32.685,-83.653,+0104.6,2016,03,20,59.6,41.0,1000.0,10.0,8.4,13.0,77.0,50.0,0.02,999.9,0,0,0,0,0,0
3344,722170,03813,32.685,-83.653,+0104.6,2016,06,25,87.7,67.9,1003.7,9.9,4.8,13.0,102.9,69.1,0.0,999.9,0,0,0,0,0,0
3345,722170,03813,32.685,-83.653,+0104.6,2016,10,12,60.2,47.2,1010.7,10.0,3.4,7.0,84.0,43.0,0.0,999.9,0,0,0,0,0,0
3346,722170,03813,32.685,-83.653,+0104.6,2016,04,16,60.5,52.0,1010.6,9.1,10.1,15.9,73.9,50.0,0.47,999.9,0,1,0,0,0,0
3347,722170,03813,32.685,-83.653,+0104.6,2016,03,09,63.7,52.5,1009.4,9.6,5.9,12.0,75.9,48.0,0.0,999.9,1,1,0,0,0,0
3348,722170,03813,32.685,-83.653,+0104.6,2016,10,03,71.7,59.4,1002.1,9.3,3.0,8.0,90.0,51.1,0.0,999.9,0,0,0,0,0,0
3349,722170,03813,32.685,-83.653,+0104.6,2016,10,21,69.3,52.5,998.8,10.0,8.2,19.0,89.1,57.9,0.0,999.9,0,0,0,0,0,0
3350,722170,03813,32.685,-83.653,+0104.6,2016,09,22,77.0,65.8,1003.9,9.9,4.0,8.0,91.9,66.0,0.0,999.9,0,0,0,0,0,0
3351,722170,03813,32.685,-83.653,+0104.6,2016,08,22,83.0,69.4,1004.8,9.8,4.5,7.0,95.0,72.0,0.0,999.9,0,0,0,0,0,0
3352,722170,03813,32.685,-83.653,+0104.6,2016,07,18,81.8,70.0,1010.2,10.0,4.5,12.0,98.1,70.0,0.0,999.9,0,0,0,0,0,0
3353,722170,03813,32.685,-83.653,+0104.6,2016,08,15,82.3,69.8,1008.0,10.0,3.6,8.9,97.0,71.1,0.15,999.9,0,0,0,0,0,0
3354,722170,03813,32.685,-83.653,+0104.6,2016,07,04,86.5,71.0,1004.6,10.0,8.2,15.0,100.0,75.9,0.0,999.9,0,0,0,0,0,0
3355,722170,03813,32.685,-83.653,+0104.6,2016,10,13,67.2,54.4,1007.9,10.0,3.3,8.9,88.0,43.0,0.0,999.9,0,0,0,0,0,0
3356,722170,03813,32.685,-83.653,+0104.6,2016,03,12,69.1,58.1,1007.5,8.7,3.4,11.1,82.9,55.0,0.0,999.9,0,0,0,0,0,0
3357,722170,03813,32.685,-83.653,+0104.6,2016,05,25,73.7,57.8,1008.9,9.3,3.2,8.0,90.0,55.9,0.0,999.9,0,0,0,0,0,0
3358,722175,13860,32.633,-83.6,+0089.6,2016,10,14,67.9,56.2,1011.4,10.0,2.7,9.9,85.6,53.4,0.0,999.9,0,0,0,0,0,0
3359,722175,13860,32.633,-83.6,+0089.6,2016,02,22,63.9,57.5,1004.7,9.9,3.9,9.9,73.0,54.3,0.0,999.9,0,1,0,0,0,0
3360,722175,13860,32.633,-83.6,+0089.6,2016,11,22,47.7,22.4,1012.1,9.9,1.5,5.1,68.7,31.1,0.0,999.9,0,0,0,0,0,0
3361,722175,13860,32.633,-83.6,+0089.6,2016,03,12,70.0,59.2,1009.4,9.3,3.7,11.1,84.0,58.1,0.0,999.9,0,1,0,0,0,0
3362,722175,13860,32.633,-83.6,+0089.6,2016,09,16,77.1,67.8,1008.3,10.0,4.1,11.1,91.2,66.7,0.0,999.9,0,0,0,0,0,0
3363,722175,13860,32.633,-83.6,+0089.6,2016,07,30,84.8,71.6,1005.0,9.5,4.9,19.0,99.5,74.7,0.17,999.9,0,1,0,0,1,0
3364,722175,13860,32.633,-83.6,+0089.6,2016,06,19,77.4,63.6,1013.5,10.0,6.0,13.0,87.8,67.6,0.0,999.9,0,0,0,0,0,0
3365,722175,13860,32.633,-83.6,+0089.6,2016,07,04,87.3,72.9,1006.8,10.0,8.6,15.9,100.9,75.4,0.0,999.9,0,0,0,0,0,0
3366,722175,13860,32.633,-83.6,+0089.6,2016,12,28,64.4,56.4,1009.7,10.0,2.7,8.0,74.7,59.0,0.0,999.9,0,0,0,0,0,0
3367,722175,13860,32.633,-83.6,+0089.6,2016,01,20,38.2,21.2,1015.6,10.0,3.5,8.0,55.9,21.6,0.0,999.9,0,0,0,0,0,0
3368,722175,13860,32.633,-83.6,+0089.6,2016,04,25,69.9,59.7,1005.9,10.0,4.6,8.0,83.8,52.5,0.0,999.9,0,0,0,0,0,0
3369,722175,13860,32.633,-83.6,+0089.6,2016,09,28,79.6,66.9,1002.0,9.9,5.4,11.1,93.6,65.8,0.0,999.9,0,0,0,0,0,0
3370,722175,13860,32.633,-83.6,+0089.6,2016,08,18,81.3,76.3,1008.3,9.6,2.7,13.0,95.2,73.8,0.6,999.9,0,1,0,0,1,0
3371,722175,13860,32.633,-83.6,+0089.6,2016,05,17,69.0,64.9,1007.5,9.4,3.9,11.1,84.2,50.7,0.59,999.9,1,1,0,0,1,0
3372,722175,13860,32.633,-83.6,+0089.6,2016,09,13,76.0,70.7,1008.6,10.0,4.1,9.9,88.5,69.8,0.01,999.9,0,1,0,0,0,0
3373,722175,13860,32.633,-83.6,+0089.6,2016,10,01,65.4,51.5,1007.0,9.9,1.9,6.0,83.1,50.9,0.0,999.9,0,0,0,0,0,0
3374,722175,13860,32.633,-83.6,+0089.6,2016,08,31,79.7,71.3,1003.7,10.0,3.6,8.0,91.8,70.3,0.0,999.9,0,1,0,0,0,0
3375,722175,13860,32.633,-83.6,+0089.6,2016,05,29,75.2,65.9,1007.6,10.0,3.4,6.0,87.1,59.7,0.0,999.9,0,0,0,0,0,0
3376,722175,13860,32.633,-83.6,+0089.6,2016,10,28,67.4,56.7,1012.5,9.9,1.2,2.9,86.9,52.9,0.0,999.9,0,0,0,0,0,0
3377,722175,13860,32.633,-83.6,+0089.6,2016,08,02,79.6,75.2,1007.8,9.5,5.4,29.9,94.3,72.5,1.3,999.9,1,1,0,0,1,0
3378,722175,13860,32.633,-83.6,+0089.6,2016,06,03,79.8,68.6,1006.0,10.0,3.1,8.9,95.4,66.9,0.02,999.9,0,1,0,0,1,0
3379,722175,13860,32.633,-83.6,+0089.6,2016,03,24,62.5,52.7,1006.6,9.9,5.9,15.9,78.4,40.3,0.0,999.9,0,1,0,0,0,0
3380,722175,13860,32.633,-83.6,+0089.6,2016,09,22,77.4,66.9,1006.0,10.0,3.7,8.9,91.9,66.0,0.0,999.9,0,0,0,0,0,0
3381,722175,13860,32.633,-83.6,+0089.6,2016,12,06,61.3,57.0,998.2,8.4,5.7,15.0,74.5,46.6,2.62,999.9,0,1,0,0,0,0
3382,722175,13860,32.633,-83.6,+0089.6,2016,06,17,85.6,70.5,999.1,10.0,6.8,22.9,100.2,71.2,0.0,999.9,0,1,0,0,0,0
3383,722175,13860,32.633,-83.6,+0089.6,2016,09,10,79.5,66.1,1007.2,10.0,4.7,12.0,94.1,66.7,0.0,999.9,0,0,0,0,0,0
3384,722175,13860,32.633,-83.6,+0089.6,2016,01,17,48.8,35.8,999.9,10.0,8.7,15.9,68.0,43.3,0.1,999.9,0,1,0,0,0,0
3385,722175,13860,32.633,-83.6,+0089.6,2016,02,01,57.6,52.4,1005.6,9.6,3.8,8.0,70.3,39.2,0.0,999.9,0,1,0,0,0,0
3386,722175,13860,32.633,-83.6,+0089.6,2016,06,16,84.3,72.8,1001.5,10.0,8.2,15.0,96.3,74.8,0.09,999.9,0,0,0,0,0,0
3387,722175,13860,32.633,-83.6,+0089.6,2016,08,24,81.8,73.2,1012.0,10.0,2.4,6.0,94.8,72.3,0.0,999.9,0,0,0,0,0,0
3388,722175,13860,32.633,-83.6,+0089.6,2016,01,21,46.6,41.6,1011.0,9.6,2.3,7.0,50.5,42.8,0.17,999.9,0,1,0,0,0,0
3389,722175,13860,32.633,-83.6,+0089.6,2016,11,08,52.8,39.0,1014.4,10.0,2.4,8.0,75.9,39.7,0.0,999.9,0,0,0,0,0,0
3390,722175,13860,32.633,-83.6,+0089.6,2016,11,13,55.7,38.4,1012.2,10.0,5.2,8.9,60.8,50.0,0.0,999.9,0,1,0,0,0,0
3391,722175,13860,32.633,-83.6,+0089.6,2016,08,05,81.8,76.0,1004.0,9.9,3.5,7.0,94.5,73.2,99.99,999.9,0,1,0,0,1,0
3392,722175,13860,32.633,-83.6,+0089.6,2016,07,17,80.2,72.7,1010.4,9.7,3.5,22.0,98.6,70.9,0.53,999.9,0,1,0,0,1,0
3393,722175,13860,32.633,-83.6,+0089.6,2016,02,27,46.0,26.9,1013.2,10.0,4.9,11.1,63.9,30.6,0.0,999.9,0,0,0,0,0,0
3394,722175,13860,32.633,-83.6,+0089.6,2016,08,03,78.4,74.0,1005.1,8.8,2.8,12.0,94.3,72.5,0.02,999.9,1,1,0,0,1,0
3395,722175,13860,32.633,-83.6,+0089.6,2016,08,29,80.2,72.2,1007.0,9.8,4.8,13.0,94.6,69.4,0.68,999.9,0,1,0,0,1,0
3396,722175,13860,32.633,-83.6,+0089.6,2016,08,06,83.9,74.7,1002.5,10.0,3.2,8.0,97.0,73.2,0.0,999.9,0,1,0,0,0,0
3397,722175,13860,32.633,-83.6,+0089.6,2016,12,05,50.0,48.1,1004.6,9.0,3.5,8.9,57.9,46.4,0.93,999.9,0,1,0,0,1,0
3398,722175,13860,32.633,-83.6,+0089.6,2016,04,16,61.9,52.1,1012.8,9.8,6.8,11.1,74.3,50.4,0.31,999.9,0,1,0,0,0,0
3399,722175,13860,32.633,-83.6,+0089.6,2016,07,20,82.9,73.3,1009.9,10.0,3.2,14.0,99.0,72.7,0.05,999.9,0,1,0,0,1,0
3400,722175,13860,32.633,-83.6,+0089.6,2016,08,07,82.8,75.7,1001.1,9.9,3.9,7.0,97.0,73.2,0.01,999.9,0,1,0,0,0,0
3401,722175,13860,32.633,-83.6,+0089.6,2016,10,21,68.4,53.3,1000.9,10.0,9.6,20.0,88.5,59.9,0.0,999.9,0,0,0,0,0,0
3402,722175,13860,32.633,-83.6,+0089.6,2016,06,28,83.2,71.5,1003.9,10.0,5.5,15.0,97.0,68.7,0.0,999.9,0,1,0,0,1,0
3403,722175,13860,32.633,-83.6,+0089.6,2016,08,01,79.2,74.9,1007.9,9.5,3.3,21.0,96.4,72.9,0.46,999.9,0,1,0,0,1,0
3404,722175,13860,32.633,-83.6,+0089.6,2016,02,21,62.0,54.4,1009.4,10.0,4.3,12.0,72.1,43.3,0.0,999.9,0,1,0,0,0,0
3405,722175,13860,32.633,-83.6,+0089.6,2016,02,14,39.2,15.5,1016.6,10.0,7.0,11.1,53.4,27.9,0.0,999.9,0,0,0,0,0,0
3406,722175,13860,32.633,-83.6,+0089.6,2016,09,15,77.7,69.4,1007.0,10.0,3.5,9.9,91.2,66.9,0.0,999.9,0,0,0,0,0,0
