f0_,a_stn,a_wban,lat,lon,elev,year,mo,da,temp,dewp,stp,visib,wdsp,mxpsd,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
3618,720347,63877,33.598,-83.139,+0206.4,2015,06,18,85.3,72.4,993.2,9.2,1.5,13.0,100.4,71.6,99.99,999.9,0,1,0,0,1,0
3619,720347,63877,33.598,-83.139,+0206.4,2015,07,03,70.1,69.0,990.2,8.6,4.6,8.0,78.8,64.4,99.99,999.9,0,1,0,0,1,0
3620,720347,63877,33.598,-83.139,+0206.4,2015,08,05,86.4,69.4,991.1,10.0,3.1,12.0,98.6,75.2,99.99,999.9,0,1,0,0,0,0
3621,720347,63877,33.598,-83.139,+0206.4,2015,08,19,73.8,70.3,990.5,9.1,1.5,8.0,86.0,68.0,99.99,999.9,0,1,0,0,1,0
3622,720347,63877,33.598,-83.139,+0206.4,2015,11,06,71.1,70.5,996.6,3.7,3.1,8.0,77.0,68.0,99.99,999.9,1,1,0,0,0,0
3623,720347,63877,33.598,-83.139,+0206.4,2015,11,08,56.9,56.8,997.6,7.7,1.5,5.1,68.0,50.0,99.99,999.9,0,1,0,0,0,0
3624,720347,63877,33.598,-83.139,+0206.4,2015,11,18,62.5,61.0,994.2,7.3,5.0,11.1,71.6,55.4,99.99,999.9,0,1,0,0,0,0
3625,720347,63877,33.598,-83.139,+0206.4,2015,11,21,50.6,44.8,994.2,10.0,0.9,5.1,59.0,41.0,99.99,999.9,0,1,0,0,0,0
3626,720347,63877,33.598,-83.139,+0206.4,2015,12,02,62.8,62.1,988.2,8.0,4.3,8.9,64.4,55.4,99.99,999.9,0,1,0,0,0,0
3627,720347,63877,33.598,-83.139,+0206.4,2015,12,14,66.9,66.1,986.9,7.4,6.4,11.1,69.8,64.4,99.99,999.9,0,1,0,0,0,0
3628,720347,63877,33.598,-83.139,+0206.4,2015,12,17,62.0,61.5,985.6,6.0,2.5,7.0,69.8,55.4,99.99,999.9,0,1,0,0,0,0
3629,720348,63886,33.154,-83.241,+0117.0,2015,01,12,42.0,42.0,1012.5,4.3,1.0,4.1,46.4,39.2,99.99,999.9,1,1,0,0,0,0
3630,720348,63886,33.154,-83.241,+0117.0,2015,01,24,45.8,40.7,995.4,8.8,5.2,17.1,53.6,42.8,99.99,999.9,0,1,0,0,0,0
3631,720348,63886,33.154,-83.241,+0117.0,2015,02,22,54.8,50.8,1006.8,6.8,0.0,2.9,59.0,50.0,99.99,999.9,0,1,0,0,0,0
3632,720348,63886,33.154,-83.241,+0117.0,2015,03,05,65.1,61.5,1000.8,9.8,3.4,20.0,75.2,46.4,99.99,999.9,0,1,0,0,0,0
3633,720348,63886,33.154,-83.241,+0117.0,2015,03,14,53.1,51.6,1006.4,6.6,2.3,7.0,71.6,46.4,99.99,999.9,1,1,0,0,0,0
3634,720348,63886,33.154,-83.241,+0117.0,2015,03,20,54.4,52.8,1006.0,6.3,1.2,5.1,69.8,48.2,99.99,999.9,0,1,0,0,0,0
3635,720348,63886,33.154,-83.241,+0117.0,2015,06,02,73.2,69.4,1002.4,8.9,0.6,4.1,82.4,68.0,99.99,999.9,0,1,0,0,1,0
3636,720348,63886,33.154,-83.241,+0117.0,2015,06,18,81.3,70.5,1004.3,9.9,0.2,5.1,95.0,73.4,99.99,999.9,0,1,0,0,1,0
3637,720348,63886,33.154,-83.241,+0117.0,2015,06,30,77.4,65.8,1001.7,10.0,1.1,8.0,89.6,69.8,99.99,999.9,0,1,0,0,1,0
3638,720348,63886,33.154,-83.241,+0117.0,2015,07,01,77.2,67.2,1003.1,10.0,1.7,13.0,86.0,68.0,99.99,999.9,0,1,0,0,1,0
3639,720348,63886,33.154,-83.241,+0117.0,2015,07,03,76.0,70.8,1001.9,8.1,1.5,13.0,86.0,69.8,99.99,999.9,0,1,0,0,1,0
3640,720348,63886,33.154,-83.241,+0117.0,2015,07,19,85.1,70.3,1001.5,10.0,1.8,8.9,96.8,73.4,99.99,999.9,0,1,0,0,1,0
3641,720348,63886,33.154,-83.241,+0117.0,2015,07,23,83.2,69.3,1000.0,9.8,1.8,8.9,96.8,73.4,99.99,999.9,0,1,0,0,1,0
3642,720348,63886,33.154,-83.241,+0117.0,2015,07,30,83.8,73.2,1000.3,9.4,1.4,5.1,96.8,75.2,99.99,999.9,0,1,0,0,1,0
3643,720348,63886,33.154,-83.241,+0117.0,2015,07,31,81.0,73.2,999.5,6.8,2.2,9.9,95.0,73.4,99.99,999.9,0,1,0,0,1,0
3644,720348,63886,33.154,-83.241,+0117.0,2015,09,06,76.2,68.3,1005.2,8.3,1.9,8.0,86.0,69.8,99.99,999.9,0,1,0,0,0,0
3645,720348,63886,33.154,-83.241,+0117.0,2015,09,09,78.9,72.3,1000.7,8.4,0.3,5.1,87.8,73.4,99.99,999.9,0,1,0,0,1,0
3646,720348,63886,33.154,-83.241,+0117.0,2015,09,25,64.8,61.2,1001.9,8.0,2.5,5.1,71.6,59.0,99.99,999.9,0,1,0,0,0,0
3647,720348,63886,33.154,-83.241,+0117.0,2015,09,26,70.7,66.7,1002.3,9.4,0.6,5.1,78.8,68.0,99.99,999.9,0,1,0,0,0,0
3648,720348,63886,33.154,-83.241,+0117.0,2015,10,13,65.2,60.2,996.5,9.2,0.8,7.0,77.0,59.0,99.99,999.9,0,1,0,0,0,0
3649,720348,63886,33.154,-83.241,+0117.0,2015,11,08,58.8,55.6,1008.8,9.0,3.6,9.9,69.8,51.8,99.99,999.9,0,1,0,0,0,0
3650,720348,63886,33.154,-83.241,+0117.0,2015,11,18,65.4,60.7,1005.1,8.5,3.0,7.0,73.4,59.0,99.99,999.9,0,1,0,0,0,0
3651,720348,63886,33.154,-83.241,+0117.0,2015,12,23,63.1,62.6,1000.2,2.8,0.2,6.0,64.4,62.6,99.99,999.9,1,1,0,0,1,0
3652,720348,63886,33.154,-83.241,+0117.0,2015,12,24,67.6,66.3,1002.6,6.7,0.3,7.0,71.6,62.6,99.99,999.9,0,1,0,0,1,0
3653,720348,63886,33.154,-83.241,+0117.0,2015,12,26,67.2,65.0,1010.4,6.3,0.0,2.9,77.0,60.8,99.99,999.9,1,1,0,0,0,0
3654,720348,63886,33.154,-83.241,+0117.0,2015,12,28,68.9,65.4,1001.9,6.7,0.9,5.1,77.0,62.6,99.99,999.9,1,1,0,0,0,0
3655,722062,63842,31.477,-82.861,+0078.3,2015,01,02,58.0,47.9,1016.4,10.0,2.3,8.9,64.4,53.6,99.99,999.9,0,1,0,0,0,0
3656,722062,63842,31.477,-82.861,+0078.3,2015,01,14,49.3,46.5,1014.4,7.8,6.9,11.1,55.4,44.6,99.99,999.9,0,1,0,0,0,0
3657,722062,63842,31.477,-82.861,+0078.3,2015,02,04,47.6,37.7,1015.7,9.8,3.6,8.9,53.6,42.8,99.99,999.9,0,1,0,0,0,0
3658,722062,63842,31.477,-82.861,+0078.3,2015,02,10,53.2,47.7,1000.4,8.3,6.2,12.0,60.8,46.4,99.99,999.9,1,1,0,0,1,0
3659,722062,63842,31.477,-82.861,+0078.3,2015,02,17,56.7,50.8,1001.5,9.7,9.5,17.1,66.2,44.6,99.99,999.9,0,1,0,0,0,0
3660,722062,63842,31.477,-82.861,+0078.3,2015,02,24,53.4,49.1,1009.9,7.4,4.7,13.0,64.4,50.0,99.99,999.9,0,1,0,0,0,0
3661,722062,63842,31.477,-82.861,+0078.3,2015,03,13,62.1,57.6,1016.2,9.5,8.1,11.1,68.0,59.0,99.99,999.9,0,1,0,0,0,0
3662,722062,63842,31.477,-82.861,+0078.3,2015,03,19,64.3,59.4,1009.7,8.7,3.8,9.9,71.6,60.8,99.99,999.9,0,1,0,0,0,0
3663,722062,63842,31.477,-82.861,+0078.3,2015,03,20,67.0,62.8,1009.8,4.6,3.2,7.0,78.8,60.8,99.99,999.9,1,1,0,0,0,0
3664,722062,63842,31.477,-82.861,+0078.3,2015,03,23,62.2,59.8,1004.4,7.6,6.1,11.1,68.0,59.0,99.99,999.9,0,1,0,0,0,0
3665,722062,63842,31.477,-82.861,+0078.3,2015,03,27,64.7,59.8,1000.2,9.0,6.9,15.0,71.6,59.0,99.99,999.9,0,1,0,0,0,0
3666,722062,63842,31.477,-82.861,+0078.3,2015,04,28,66.0,60.6,1002.6,9.5,3.7,8.9,69.8,62.6,99.99,999.9,0,1,0,0,0,0
3667,722062,63842,31.477,-82.861,+0078.3,2015,06,01,77.2,69.0,1008.9,9.6,2.0,11.1,89.6,69.8,99.99,999.9,0,1,0,0,1,0
3668,722062,63842,31.477,-82.861,+0078.3,2015,06,10,77.2,68.8,1005.2,10.0,2.7,11.1,87.8,71.6,99.99,999.9,0,1,0,0,0,0
3669,722062,63842,31.477,-82.861,+0078.3,2015,06,11,77.5,70.4,1006.9,9.5,2.8,8.0,87.8,71.6,99.99,999.9,0,1,0,0,0,0
3670,722062,63842,31.477,-82.861,+0078.3,2015,06,12,79.0,70.7,1009.9,9.8,1.9,12.0,91.4,71.6,99.99,999.9,0,1,0,0,1,0
3671,722062,63842,31.477,-82.861,+0078.3,2015,06,18,85.1,70.4,1009.3,10.0,1.6,8.0,98.6,73.4,99.99,999.9,0,1,0,0,1,0
3672,722062,63842,31.477,-82.861,+0078.3,2015,06,22,85.2,71.9,1009.4,10.0,3.1,15.9,98.6,77.0,99.99,999.9,0,1,0,0,1,0
3673,722062,63842,31.477,-82.861,+0078.3,2015,06,30,77.8,70.9,1008.2,9.4,4.9,11.1,89.6,73.4,99.99,999.9,0,1,0,0,1,0
3674,722062,63842,31.477,-82.861,+0078.3,2015,07,20,82.0,73.5,1005.4,10.0,4.5,8.9,95.0,73.4,99.99,999.9,0,1,0,0,1,0
3675,722062,63842,31.477,-82.861,+0078.3,2015,07,29,85.0,74.1,1005.5,10.0,1.1,7.0,95.0,77.0,99.99,999.9,0,1,0,0,0,0
3676,722062,63842,31.477,-82.861,+0078.3,2015,08,02,80.4,74.2,1003.3,9.8,4.2,18.1,89.6,75.2,99.99,999.9,0,1,0,0,1,0
3677,722062,63842,31.477,-82.861,+0078.3,2015,08,28,78.4,71.6,1008.1,10.0,3.9,11.1,87.8,73.4,99.99,999.9,0,1,0,0,1,0
3678,722062,63842,31.477,-82.861,+0078.3,2015,09,11,79.3,71.5,1004.4,10.0,5.0,8.9,89.6,71.6,99.99,999.9,0,1,0,0,1,0
3679,722062,63842,31.477,-82.861,+0078.3,2015,10,30,71.1,56.5,1006.6,7.9,2.9,8.0,80.6,62.6,99.99,999.9,1,1,0,0,0,0
3680,722062,63842,31.477,-82.861,+0078.3,2015,12,17,70.8,68.6,1002.8,7.5,3.6,8.9,73.4,68.0,99.99,999.9,0,1,0,0,0,0
3681,722062,63842,31.477,-82.861,+0078.3,2015,12,21,57.3,52.2,1017.6,9.5,2.8,6.0,66.2,51.8,99.99,999.9,0,1,0,0,0,0
3682,722062,63842,31.477,-82.861,+0078.3,2015,12,22,68.7,66.8,1008.6,9.1,3.1,9.9,73.4,62.6,99.99,999.9,0,1,0,0,0,0
3683,722130,13861,31.25,-82.4,+0043.3,2015,01,05,58.0,48.3,1022.7,9.4,7.4,11.1,79.5,48.2,99.99,999.9,0,1,0,0,0,0
3684,722130,13861,31.25,-82.4,+0043.3,2015,01,23,60.4,56.6,1012.9,8.2,7.3,17.1,72.5,43.9,99.99,999.9,0,1,0,0,0,0
3685,722130,13861,31.25,-82.4,+0043.3,2015,03,01,50.1,47.8,1025.8,7.6,5.6,12.0,61.2,46.4,99.99,999.9,0,1,0,0,0,0
3686,722130,13861,31.25,-82.4,+0043.3,2015,03,05,75.1,67.6,1011.8,9.8,9.0,17.1,87.8,61.3,99.99,999.9,0,1,0,0,0,0
3687,722130,13861,31.25,-82.4,+0043.3,2015,03,23,63.7,62.3,1008.1,7.7,6.2,11.1,72.0,61.0,99.99,999.9,0,1,0,0,0,0
3688,722130,13861,31.25,-82.4,+0043.3,2015,03,25,68.1,65.1,1014.5,6.9,2.5,7.0,76.6,59.4,99.99,999.9,0,1,0,0,0,0
3689,722130,13861,31.25,-82.4,+0043.3,2015,04,25,72.7,64.7,1006.9,9.9,6.7,15.9,88.3,63.0,99.99,999.9,0,1,0,0,0,0
3690,722130,13861,31.25,-82.4,+0043.3,2015,05,25,76.4,70.9,1018.3,9.0,5.2,11.1,87.3,64.8,99.99,999.9,0,1,0,0,1,0
3691,722130,13861,31.25,-82.4,+0043.3,2015,05,30,76.9,70.1,1014.8,9.9,4.7,14.0,88.2,62.1,99.99,999.9,0,1,0,0,1,0
3692,722130,13861,31.25,-82.4,+0043.3,2015,06,02,73.2,69.3,1010.9,9.7,2.0,11.1,83.7,67.1,99.99,999.9,0,1,0,0,1,0
3693,722130,13861,31.25,-82.4,+0043.3,2015,06,26,81.7,75.8,1012.1,9.8,5.6,13.0,97.9,75.4,99.99,999.9,0,1,0,0,1,0
3694,722130,13861,31.25,-82.4,+0043.3,2015,06,28,79.6,76.6,1009.3,9.8,5.2,13.0,94.3,74.3,99.99,999.9,0,1,0,0,1,0
3695,722130,13861,31.25,-82.4,+0043.3,2015,06,29,80.4,73.1,1010.9,8.5,3.5,8.0,91.4,73.8,99.99,999.9,1,1,0,0,0,0
3696,722130,13861,31.25,-82.4,+0043.3,2015,07,03,81.3,74.1,1012.5,10.0,6.0,13.0,95.2,72.1,99.99,999.9,0,1,0,0,0,0
3697,722130,13861,31.25,-82.4,+0043.3,2015,07,10,85.5,76.2,1015.2,10.0,2.1,8.0,97.7,75.0,99.99,999.9,0,1,0,0,0,0
3698,722130,13861,31.25,-82.4,+0043.3,2015,07,18,85.1,78.3,1010.9,7.6,2.2,8.9,97.3,76.6,99.99,999.9,1,1,0,0,1,0
3699,722130,13861,31.25,-82.4,+0043.3,2015,07,27,82.4,77.8,1008.7,9.7,4.4,15.9,94.3,70.7,99.99,999.9,0,1,0,0,0,0
3700,722130,13861,31.25,-82.4,+0043.3,2015,08,05,83.1,77.4,1012.4,9.5,4.4,17.1,96.3,76.5,99.99,999.9,0,1,0,0,1,0
3701,722130,13861,31.25,-82.4,+0043.3,2015,08,18,82.5,77.1,1012.3,10.0,1.5,6.0,94.8,74.8,99.99,999.9,0,1,0,0,0,0
3702,722130,13861,31.25,-82.4,+0043.3,2015,08,19,84.7,77.1,1010.9,10.0,3.5,15.9,96.6,74.8,99.99,999.9,0,1,0,0,1,0
3703,722130,13861,31.25,-82.4,+0043.3,2015,08,22,86.3,78.1,1011.0,9.8,1.7,6.0,97.7,77.0,99.99,999.9,0,1,0,0,1,0
3704,722130,13861,31.25,-82.4,+0043.3,2015,09,01,81.1,78.6,1013.3,8.6,2.5,8.0,91.6,76.3,99.99,999.9,0,1,0,0,1,0
3705,722130,13861,31.25,-82.4,+0043.3,2015,09,07,77.2,75.3,1011.0,8.7,4.1,12.0,90.5,72.5,99.99,999.9,0,1,0,0,0,0
3706,722130,13861,31.25,-82.4,+0043.3,2015,09,09,82.2,77.7,1010.4,8.6,3.5,11.1,93.0,75.2,99.99,999.9,0,1,0,0,0,0
3707,722130,13861,31.25,-82.4,+0043.3,2015,09,26,76.5,70.9,1010.1,10.0,3.5,8.0,89.6,64.4,99.99,999.9,0,1,0,0,0,0
3708,722130,13861,31.25,-82.4,+0043.3,2015,10,01,79.1,77.1,1001.3,7.9,2.4,15.0,89.4,75.2,99.99,999.9,0,1,0,0,1,0
3709,722130,13861,31.25,-82.4,+0043.3,2015,10,27,69.3,67.8,1012.4,8.9,7.7,13.0,80.1,65.5,99.99,999.9,0,1,0,0,0,0
3710,722130,13861,31.25,-82.4,+0043.3,2015,10,29,72.1,67.3,1007.1,7.0,4.0,8.0,86.4,62.4,99.99,999.9,1,1,0,0,0,0
3711,722130,13861,31.25,-82.4,+0043.3,2015,11,18,74.3,72.4,1013.2,9.8,7.2,15.0,83.1,61.3,99.99,999.9,0,1,0,0,0,0
3712,722130,13861,31.25,-82.4,+0043.3,2015,12,03,59.2,54.4,1013.5,9.0,4.4,11.1,78.4,51.3,99.99,999.9,0,1,0,0,0,0
3713,722130,13861,31.25,-82.4,+0043.3,2015,12,14,74.0,72.3,1008.1,8.7,6.7,14.0,81.0,70.3,99.99,999.9,0,1,0,0,0,0
3714,722130,13861,31.25,-82.4,+0043.3,2015,12,23,72.3,70.6,1009.6,6.7,5.9,15.9,82.2,65.8,99.99,999.9,1,1,0,0,0,0
3715,722134,63822,32.193,-82.372,+0083.5,2015,01,11,42.6,34.5,1022.1,9.9,6.6,9.9,46.4,39.2,99.99,999.9,0,1,0,0,0,0
3716,722134,63822,32.193,-82.372,+0083.5,2015,02,22,60.4,52.5,1011.6,10.0,4.5,9.9,73.4,53.6,99.99,999.9,0,1,0,0,0,0
3717,722134,63822,32.193,-82.372,+0083.5,2015,02,25,42.6,40.3,1004.3,6.1,2.0,11.1,50.0,37.4,99.99,999.9,1,1,0,0,1,0
3718,722134,63822,32.193,-82.372,+0083.5,2015,03,02,53.8,51.1,1016.7,4.6,2.0,8.9,73.4,46.4,99.99,999.9,1,1,0,0,0,0
3719,722134,63822,32.193,-82.372,+0083.5,2015,03,13,58.8,49.5,1016.5,8.5,11.4,22.0,68.0,53.6,99.99,999.9,0,1,0,0,0,0
3720,722134,63822,32.193,-82.372,+0083.5,2015,03,14,64.7,61.0,1009.7,6.1,6.4,15.9,82.4,53.6,99.99,999.9,1,1,0,0,0,0
3721,722134,63822,32.193,-82.372,+0083.5,2015,03,25,65.5,62.0,1009.9,8.4,2.3,8.0,78.8,60.8,99.99,999.9,0,1,0,0,0,0
3722,722134,63822,32.193,-82.372,+0083.5,2015,03,26,67.8,61.6,1006.1,7.8,4.7,12.0,77.0,60.8,99.99,999.9,0,1,0,0,0,0
3723,722134,63822,32.193,-82.372,+0083.5,2015,03,27,63.3,59.4,998.2,9.3,7.2,15.0,68.0,60.8,99.99,999.9,0,1,0,0,0,0
3724,722134,63822,32.193,-82.372,+0083.5,2015,04,18,71.2,67.1,1004.9,7.4,3.0,8.0,80.6,66.2,99.99,999.9,0,1,0,0,0,0
3725,722134,63822,32.193,-82.372,+0083.5,2015,04,28,64.0,55.2,1002.0,9.9,4.7,12.0,71.6,57.2,99.99,999.9,0,1,0,0,0,0
3726,722134,63822,32.193,-82.372,+0083.5,2015,04,29,57.9,56.4,999.2,8.3,7.5,13.0,60.8,55.4,99.99,999.9,0,1,0,0,1,0
3727,722134,63822,32.193,-82.372,+0083.5,2015,06,30,77.6,68.3,1006.5,8.1,3.5,15.0,89.6,69.8,99.99,999.9,0,1,0,0,1,0
3728,722134,63822,32.193,-82.372,+0083.5,2015,07,05,76.6,70.6,1010.2,9.2,4.3,12.0,89.6,69.8,99.99,999.9,0,1,0,0,1,0
3729,722134,63822,32.193,-82.372,+0083.5,2015,07,06,77.9,69.5,1010.6,7.9,5.1,8.9,89.6,71.6,99.99,999.9,0,1,0,0,0,0
3730,722134,63822,32.193,-82.372,+0083.5,2015,07,30,82.8,74.5,1004.4,8.5,2.5,8.9,95.0,75.2,99.99,999.9,0,1,0,0,0,0
3731,722134,63822,32.193,-82.372,+0083.5,2015,09,01,77.5,70.9,1009.0,9.5,1.6,5.1,89.6,69.8,99.99,999.9,0,1,0,0,0,0
3732,722134,63822,32.193,-82.372,+0083.5,2015,09,24,70.2,62.8,1007.2,9.3,6.0,8.0,75.2,62.6,99.99,999.9,0,1,0,0,0,0
3733,722134,63822,32.193,-82.372,+0083.5,2015,10,04,65.4,63.9,993.8,6.8,4.6,9.9,71.6,62.6,99.99,999.9,0,1,0,0,0,0
3734,722134,63822,32.193,-82.372,+0083.5,2015,10,26,70.0,66.1,1009.9,9.8,6.3,15.9,73.4,64.4,99.99,999.9,0,1,0,0,0,0
3735,722134,63822,32.193,-82.372,+0083.5,2015,12,14,69.5,65.9,1003.2,9.3,5.6,12.0,77.0,64.4,99.99,999.9,0,1,0,0,0,0
3736,722134,63822,32.193,-82.372,+0083.5,2015,12,25,69.8,68.0,1013.8,3.7,1.6,7.0,77.0,64.4,99.99,999.9,1,1,0,0,0,0
3737,722134,63822,32.193,-82.372,+0083.5,2015,12,27,72.1,67.6,1011.0,9.4,3.1,8.0,80.6,68.0,99.99,999.9,0,1,0,0,0,0
3738,722136,53883,31.259,-81.466,+0007.9,2015,06,02,74.4,67.8,1015.6,9.8,2.6,8.0,84.2,64.4,99.99,999.9,0,1,0,0,1,0
3739,722136,53883,31.259,-81.466,+0007.9,2015,06,12,79.9,71.8,1018.4,10.0,5.0,11.1,89.6,68.0,99.99,999.9,0,1,0,0,1,0
3740,722136,53883,31.259,-81.466,+0007.9,2015,07,04,82.0,73.5,1017.8,9.6,6.7,14.0,91.4,71.6,99.99,999.9,0,1,0,0,1,0
3741,722136,53883,31.259,-81.466,+0007.9,2015,07,06,75.4,70.6,1020.0,9.2,3.0,11.1,89.6,68.0,99.99,999.9,0,1,0,0,1,0
3742,722136,53883,31.259,-81.466,+0007.9,2015,07,07,79.2,71.7,1019.7,9.9,3.3,9.9,89.6,71.6,99.99,999.9,0,1,0,0,1,0
3743,722136,53883,31.259,-81.466,+0007.9,2015,07,14,84.4,74.9,1010.8,9.6,5.4,13.0,95.0,75.2,99.99,999.9,0,1,0,0,1,0
3744,722136,53883,31.259,-81.466,+0007.9,2015,07,28,79.9,74.4,1013.4,6.5,3.9,14.0,89.6,71.6,99.99,999.9,0,1,0,0,1,0
3745,722136,53883,31.259,-81.466,+0007.9,2015,08,23,78.8,73.5,1014.9,9.1,2.5,17.1,91.4,71.6,99.99,999.9,0,1,0,0,1,0
3746,722136,53883,31.259,-81.466,+0007.9,2015,09,06,76.8,72.4,1016.2,8.6,4.4,15.0,86.0,71.6,99.99,999.9,0,1,0,0,1,0
3747,722147,53817,31.083,-83.8,+0086.3,2015,02,01,51.8,41.8,1011.4,10.0,4.3,14.0,69.8,41.0,99.99,999.9,0,1,0,0,0,0
3748,722147,53817,31.083,-83.8,+0086.3,2015,02,09,57.6,54.9,1002.7,6.8,3.1,9.9,68.0,50.0,99.99,999.9,1,1,0,0,0,0
3749,722147,53817,31.083,-83.8,+0086.3,2015,02,16,50.0,36.0,1009.7,10.0,4.4,11.1,64.4,42.8,99.99,999.9,0,1,0,0,0,0
3750,722147,53817,31.083,-83.8,+0086.3,2015,03,05,69.2,66.6,1006.5,9.6,6.6,15.0,78.8,59.0,99.99,999.9,0,1,0,0,0,0
3751,722147,53817,31.083,-83.8,+0086.3,2015,03,11,70.8,65.5,1010.6,7.4,1.2,9.9,82.4,60.8,99.99,999.9,0,1,0,0,0,0
3752,722147,53817,31.083,-83.8,+0086.3,2015,03,13,62.4,62.2,1013.2,6.8,5.0,11.1,68.0,57.2,99.99,999.9,0,1,0,0,1,0
3753,722147,53817,31.083,-83.8,+0086.3,2015,03,19,65.3,61.9,1007.3,6.2,2.0,6.0,73.4,60.8,99.99,999.9,0,1,0,0,0,0
3754,722147,53817,31.083,-83.8,+0086.3,2015,03,22,67.5,65.1,1005.7,7.6,0.9,6.0,73.4,62.6,99.99,999.9,0,1,0,0,0,0
3755,722147,53817,31.083,-83.8,+0086.3,2015,03,26,64.8,61.7,1005.5,7.6,2.4,8.0,71.6,59.0,99.99,999.9,1,1,0,0,0,0
3756,722147,53817,31.083,-83.8,+0086.3,2015,03,27,62.0,51.6,999.3,8.0,5.6,12.0,64.4,55.4,99.99,999.9,0,1,0,0,0,0
3757,722147,53817,31.083,-83.8,+0086.3,2015,04,06,68.9,60.3,1011.5,10.0,3.6,9.9,80.6,60.8,99.99,999.9,0,1,0,0,0,0
3758,722147,53817,31.083,-83.8,+0086.3,2015,04,20,67.8,63.3,1000.1,9.3,3.9,14.0,71.6,64.4,99.99,999.9,0,1,0,0,0,0
3759,722147,53817,31.083,-83.8,+0086.3,2015,04,29,62.7,59.9,997.3,9.5,3.9,9.9,69.8,59.0,99.99,999.9,0,1,0,0,0,0
3760,722147,53817,31.083,-83.8,+0086.3,2015,05,27,73.7,68.8,1011.9,9.8,1.7,8.0,87.8,68.0,99.99,999.9,0,1,0,0,1,0
3761,722147,53817,31.083,-83.8,+0086.3,2015,06,09,77.9,70.4,1004.5,9.7,2.6,15.0,87.8,71.6,99.99,999.9,0,1,0,0,1,0
3762,722147,53817,31.083,-83.8,+0086.3,2015,06,10,74.9,70.0,1003.6,9.7,1.4,6.0,86.0,71.6,99.99,999.9,0,1,0,0,1,0
3763,722147,53817,31.083,-83.8,+0086.3,2015,06,13,79.1,70.2,1010.1,8.7,1.4,5.1,91.4,69.8,99.99,999.9,0,1,0,0,1,0
3764,722147,53817,31.083,-83.8,+0086.3,2015,06,15,83.4,69.9,1008.6,10.0,1.7,8.9,95.0,71.6,99.99,999.9,0,1,0,0,1,0
3765,722147,53817,31.083,-83.8,+0086.3,2015,06,23,77.8,72.0,1009.8,9.4,4.2,19.0,91.4,71.6,99.99,999.9,0,1,0,0,1,0
3766,722147,53817,31.083,-83.8,+0086.3,2015,08,19,80.2,74.8,1005.6,8.5,1.0,8.0,89.6,75.2,99.99,999.9,0,1,0,0,0,0
3767,722147,53817,31.083,-83.8,+0086.3,2015,09,03,81.0,72.6,1004.6,9.5,0.4,4.1,89.6,73.4,99.99,999.9,0,1,0,0,1,0
3768,722147,53817,31.083,-83.8,+0086.3,2015,09,08,77.0,71.9,1004.2,8.4,4.2,11.1,87.8,71.6,99.99,999.9,0,1,0,0,0,0
3769,722147,53817,31.083,-83.8,+0086.3,2015,09,12,74.2,70.8,1002.0,9.3,1.6,7.0,77.0,71.6,99.99,999.9,0,1,0,0,0,0
3770,722147,53817,31.083,-83.8,+0086.3,2015,09,24,72.4,65.6,1006.0,10.0,5.1,12.0,77.0,68.0,99.99,999.9,0,1,0,0,0,0
3771,722147,53817,31.083,-83.8,+0086.3,2015,11,18,72.7,66.6,1006.3,9.8,6.3,12.0,80.6,68.0,99.99,999.9,0,1,0,0,0,0
3772,722154,53885,34.722,-84.869,+0216.4,2015,01,12,40.2,38.9,999.5,4.5,0.1,5.1,44.6,37.4,99.99,999.9,1,1,0,0,0,0
3773,722154,53885,34.722,-84.869,+0216.4,2015,01,24,39.9,35.5,985.3,7.1,6.1,15.0,46.4,33.8,99.99,999.9,0,1,0,0,0,0
3774,722154,53885,34.722,-84.869,+0216.4,2015,01,26,42.6,37.2,983.9,10.0,5.7,15.0,51.8,35.6,99.99,999.9,0,1,0,0,0,0
3775,722154,53885,34.722,-84.869,+0216.4,2015,02,21,34.1,24.9,997.3,9.3,7.2,14.0,44.6,26.6,99.99,999.9,0,1,1,0,0,0
3776,722154,53885,34.722,-84.869,+0216.4,2015,03,02,46.3,44.4,1001.2,5.9,4.5,15.0,51.8,42.8,99.99,999.9,0,1,0,0,0,0
3777,722154,53885,34.722,-84.869,+0216.4,2015,03,05,43.5,43.0,990.9,9.6,10.9,20.0,64.4,30.2,99.99,999.9,0,1,1,0,0,0
3778,722154,53885,34.722,-84.869,+0216.4,2015,03,26,66.0,57.4,988.4,10.0,3.5,9.9,73.4,60.8,99.99,999.9,0,1,0,0,0,0
3779,722154,53885,34.722,-84.869,+0216.4,2015,04,07,63.4,60.8,995.9,7.4,0.2,8.0,77.0,59.0,99.99,999.9,0,1,0,0,0,0
3780,722154,53885,34.722,-84.869,+0216.4,2015,04,09,69.7,60.2,992.3,10.0,1.8,8.9,82.4,57.2,99.99,999.9,0,1,0,0,0,0
3781,722154,53885,34.722,-84.869,+0216.4,2015,04,29,58.0,52.9,984.5,9.4,0.2,4.1,64.4,53.6,99.99,999.9,0,1,0,0,0,0
3782,722154,53885,34.722,-84.869,+0216.4,2015,04,30,57.6,48.4,983.6,8.0,2.6,15.0,71.6,42.8,99.99,999.9,1,1,0,0,0,0
